observed_at,campaign_id,platform,content_id,url,format,published_at,organic_or_paid,impressions,views,watch_time_hours,average_view_duration_seconds,average_percentage_viewed,click_through_rate_pct,likes,comments,shares,saves,subscribers_or_follows_gained,traffic_source_notes,notes
2026-07-18T11:38:15-04:00,ambient-seasons-001,YouTube,G40Zqib4exI,https://www.youtube.com/shorts/G40Zqib4exI,short-form,2026-07-15,organic,,9,0.1,126,504.3,,0,0,,,,"Shorts feed 55.6%; channel pages 22.2%; other YouTube features 22.2%; YouTube search 0% in the latest processed source breakdown.","Later checkpoint observation. Totals remained 9 views, 4 engaged views, 2:06 average view duration, 504.3% average viewed, 100% stayed to watch, 0 likes, and no subscriber gain. No retention curve was available and realtime showed 0 views in the prior 48 hours."
2026-07-18T11:38:15-04:00,ambient-seasons-001,YouTube,rm_ATRZYTGw,https://www.youtube.com/shorts/rm_ATRZYTGw,short-form,2026-07-16,organic,,4,,12,50.9,,0,0,,,,YouTube search 100%; Shorts feed 0% in realtime.,"Later checkpoint observation. Views rose from 3 to 4. The processed channel report showed 0:12 average view duration and 50.9% average viewed; latest-content analytics showed 0 likes and no subscriber gain. Audience-retention detail was still processing."
2026-07-19T11:37:31-04:00,ambient-seasons-001,YouTube,wnSPzx93-UU,https://youtu.be/wnSPzx93-UU,long-form,2026-07-15T15:33:00-04:00,organic,55,7,0.9,466,,10.9,0,1,,,,"YouTube search 42.9%; Browse features 28.6%; channel pages 14.3%; external 14.3%. Impressions funnel: 54 processed impressions, 11.1% CTR, 6 views, 8:54 average view duration, and 0.89 watch hours.","Roughly 92-hour snapshot and about 18 hours after the snowy sequence. Totals remained 7 views and 0.9 watch hours with 7:46 average view duration, 3 unique viewers, no subscriber gain, no audience-retention report, and 0% end-screen click rate. Realtime showed 1 YouTube Search view in the prior 48 hours."
2026-07-19T11:37:31-04:00,ambient-seasons-001,YouTube,G40Zqib4exI,https://www.youtube.com/shorts/G40Zqib4exI,short-form,2026-07-15,organic,,9,,,,,,0,,,,,"Later checkpoint observation. The autumn Short remained at 9 views, no subscriber gain, no processed retention report, and 0 realtime views in the prior 48 hours."
2026-07-19T11:37:31-04:00,ambient-seasons-001,YouTube,rm_ATRZYTGw,https://www.youtube.com/shorts/rm_ATRZYTGw,short-form,2026-07-16,organic,,4,,,,,,0,,,,YouTube search 100%; Shorts feed 0% in realtime.,"Later checkpoint observation. The summer Short remained at 4 views with no subscriber gain or processed retention report; it had 1 realtime Search view and no Shorts-feed traffic in the prior 48 hours."
2026-07-19T11:37:31-04:00,ambient-seasons-001,Instagram,Da8x74gCXO7,https://www.instagram.com/verse.videos/reel/Da8x74gCXO7/,short-form,2026-07-18T17:41:00-04:00,organic,,113,,,,,3,0,0,1,0,,"First matched-age snapshot about 18 hours after publication. Reached 101 accounts; 100% of views came from non-followers. Four interactions from four engaged accounts: 3 likes, 1 save, 0 comments, and 0 shares. Profile activity and follows were both 0; watch/retention and click metrics were not exposed."
2026-07-19T11:37:31-04:00,ambient-seasons-001,TikTok,7662867180295376146,https://www.tiktok.com/@verse_vids/video/7662867180295376146,short-form,2026-07-18T17:35:00-04:00,organic,,0,,,,,0,0,0,0,,,"First matched-age snapshot about 18 hours after publication. TikTok Studio showed 0 views, 0 likes, and 0 comments; the public post showed 0 favorites and 0 shares. The creator AI label and Everyone visibility were verified. Retention, profile activity, follows, and clicks were not exposed."
2026-07-19T11:37:31-04:00,ambient-seasons-001,TikTok,7663160747505077512,https://www.tiktok.com/@verse_vids/video/7663160747505077512,short-form,2026-07-16T12:17:00-04:00,organic,,95,,,,,1,0,,,,,"TikTok Studio current post-list snapshot. The autumn post showed 95 views, 1 like, and 0 comments; retention, favorites, shares, profile activity, follows, and clicks were not exposed."
2026-07-19T11:37:31-04:00,ambient-seasons-001,TikTok,7662865678336150802,https://www.tiktok.com/@verse_vids/video/7662865678336150802,short-form,2026-07-15T17:12:00-04:00,organic,,96,,,,,4,0,,,,,"TikTok Studio current post-list snapshot. The launch post remained at 96 views, 4 likes, and 0 comments; retention, favorites, shares, profile activity, follows, and clicks were not exposed."
2026-07-19T11:37:31-04:00,ambient-seasons-001,X,2078586859534557501,https://x.com/verse_vids/status/2078586859534557501,short-form,2026-07-18T17:05:00-04:00,organic,,3,,,,,0,0,0,0,,,"First matched-age snapshot about 18 hours after publication. Public post showed 3 video views, 0 replies, 0 reposts, 0 likes, and 0 bookmarks. Link clicks and deeper analytics remained unavailable without X Premium."
2026-07-19T11:37:31-04:00,ambient-seasons-001,X,2077788569079365769,https://x.com/verse_vids/status/2077788569079365769,short-form,2026-07-16T12:12:00-04:00,organic,,11,,,,,2,0,1,0,,,"Current public snapshot. The autumn post rose from 8 to 11 views and remained at 1 repost, 2 likes, 0 replies, and 0 bookmarks; deeper analytics and link clicks were unavailable."
2026-07-19T11:37:31-04:00,ambient-seasons-001,X,2077496794011877591,https://x.com/verse_vids/status/2077496794011877591,short-form,2026-07-15T16:53:00-04:00,organic,,28,,,,,1,0,2,0,,,"Current public snapshot. The launch post rose from 27 to 28 views and remained at 2 reposts, 1 like, 0 replies, and 0 bookmarks; deeper analytics and link clicks were unavailable."
2026-07-20T11:39:39-04:00,ambient-seasons-001,YouTube,wnSPzx93-UU,https://youtu.be/wnSPzx93-UU,long-form,2026-07-15T15:33:00-04:00,organic,57,7,0.9,466,,10.5,0,1,,,0,"YouTube search 42.9%; Browse features 28.6%; channel pages 14.3%; external 14.3%. Impressions funnel: 55 processed impressions, 10.9% CTR, 6 views, 8:54 average view duration, and 0.89 watch hours.","Roughly 116-hour snapshot. Totals remained 7 views and 0.9 watch hours with 7:46 average view duration; unique viewers increased from 3 to 5. No subscriber gain, no audience-retention report, 0% end-screen click rate, and 0 realtime views in the prior 48 hours."
2026-07-20T11:39:39-04:00,ambient-seasons-001,YouTube,G40Zqib4exI,https://www.youtube.com/shorts/G40Zqib4exI,short-form,2026-07-15,organic,,9,,,,,,0,,,,,"Later checkpoint observation. The autumn Short remained at 9 views with no subscriber gain, no processed retention report, and 0 realtime views in the prior 48 hours."
2026-07-20T11:39:39-04:00,ambient-seasons-001,YouTube,rm_ATRZYTGw,https://www.youtube.com/shorts/rm_ATRZYTGw,short-form,2026-07-16,organic,,5,,,,,,0,,,,"YouTube search 100%; Shorts feed 0% in realtime.","Later checkpoint observation. The summer Short rose from 4 to 5 views, with 1 realtime Search view, no Shorts-feed traffic, no subscriber gain, and no processed retention report."
2026-07-20T11:39:39-04:00,ambient-seasons-001,Instagram,Da3C-jiBmo_,https://www.instagram.com/verse.videos/reel/Da3C-jiBmo_/,short-form,2026-07-16,organic,,111,,,,,3,0,0,0,0,"100% of views from non-followers.","Authenticated Reel insights: 101 accounts reached, 3 interactions and 3 engaged accounts, 3 likes, 0 comments, 0 saves, 0 shares, 0 profile activity, and 0 follows. Watch/retention and click metrics were not exposed."
2026-07-20T11:39:39-04:00,ambient-seasons-001,Instagram,Da8x74gCXO7,https://www.instagram.com/verse.videos/reel/Da8x74gCXO7/,short-form,2026-07-18T17:41:00-04:00,organic,,114,,,,,3,0,0,1,0,"100% of views from non-followers.","Matched-age follow-up. Reached 102 accounts; four interactions from four engaged accounts: 3 likes, 1 save, 0 comments, and 0 shares. Profile activity and follows remained 0; watch/retention and click metrics were not exposed."
2026-07-20T11:39:39-04:00,ambient-seasons-001,TikTok,7662865678336150802,https://www.tiktok.com/@verse_vids/video/7662865678336150802,short-form,2026-07-15T17:12:00-04:00,organic,,96,,,,,4,0,,,,,"TikTok Studio current post-list snapshot. The launch post remained at 96 views, 4 likes, and 0 comments; retention, favorites, shares, profile activity, follows, and clicks were not exposed."
2026-07-20T11:39:39-04:00,ambient-seasons-001,TikTok,7663160747505077512,https://www.tiktok.com/@verse_vids/video/7663160747505077512,short-form,2026-07-16T12:17:00-04:00,organic,,95,,,,,1,0,0,1,,,"TikTok Studio and authenticated public-post snapshot. The autumn post remained at 95 views, 1 like, and 0 comments; the public page showed 1 favorite and 0 shares. Retention, profile activity, follows, and clicks were not exposed."
2026-07-20T11:39:39-04:00,ambient-seasons-001,TikTok,7662867180295376146,https://www.tiktok.com/@verse_vids/video/7662867180295376146,short-form,2026-07-18T17:35:00-04:00,organic,,0,,,,,0,0,0,0,,,"TikTok Studio still showed 0 views, 0 likes, and 0 comments roughly 42 hours after publication; the public post showed 0 favorites and 0 shares. This strengthens the delivery-anomaly interpretation. Retention, profile activity, follows, and clicks were not exposed."
2026-07-20T11:39:39-04:00,ambient-seasons-001,X,2077496794011877591,https://x.com/verse_vids/status/2077496794011877591,short-form,2026-07-15T16:53:00-04:00,organic,,28,,,,,1,0,2,0,,,"Current public snapshot unchanged at 28 views, 2 reposts, 1 like, 0 replies, and 0 bookmarks. Link clicks and deeper analytics remained unavailable without X Premium."
2026-07-20T11:39:39-04:00,ambient-seasons-001,X,2077788569079365769,https://x.com/verse_vids/status/2077788569079365769,short-form,2026-07-16T12:12:00-04:00,organic,,12,,,,,2,0,1,0,,,"Current public snapshot. The autumn post rose from 11 to 12 views and remained at 1 repost, 2 likes, 0 replies, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
2026-07-20T11:39:39-04:00,ambient-seasons-001,X,2078586859534557501,https://x.com/verse_vids/status/2078586859534557501,short-form,2026-07-18T17:05:00-04:00,organic,,4,,,,,0,0,0,0,,,"Matched-age follow-up. The snowy post rose from 3 to 4 views with 0 replies, 0 reposts, 0 likes, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
2026-07-21T11:40:44-04:00,ambient-seasons-001,YouTube,wnSPzx93-UU,https://youtu.be/wnSPzx93-UU,long-form,2026-07-15T15:33:00-04:00,organic,56,7,0.9,466,,10.7,0,1,,,0,"YouTube search 42.9%; Browse features 28.6%; channel pages 14.3%; external 14.3%. Processed impressions funnel: 56 impressions, 10.7% CTR, 6 views, 8:54 average view duration, and 0.89 watch hours.","Seven-day snapshot. Totals remained 7 views and 0.9 watch hours with 7:46 average view duration and 5 unique viewers; two days of unique-viewer data were still processing. YouTube revised visible impressions from the prior 57 to 56. No subscriber gain, no audience-retention report, and 0 realtime views in the prior 48 hours."
2026-07-21T11:40:44-04:00,ambient-seasons-001,YouTube,G40Zqib4exI,https://www.youtube.com/shorts/G40Zqib4exI,short-form,2026-07-15,organic,,9,,,,,,0,,,,,"Seven-day snapshot. The autumn Short remained at 9 views with no subscriber gain, insufficient retention data, and 0 realtime views in the prior 48 hours."
2026-07-21T11:40:44-04:00,ambient-seasons-001,YouTube,rm_ATRZYTGw,https://www.youtube.com/shorts/rm_ATRZYTGw,short-form,2026-07-16,organic,,5,,,,,,0,,,0,"YouTube search 100% of the single realtime view; no Shorts-feed traffic was shown.","Seven-day snapshot. The summer Short remained at 5 views with no subscriber gain and insufficient retention data; it had 1 realtime Search view in the prior 48 hours."
2026-07-21T11:40:44-04:00,ambient-seasons-001,Instagram,Da0_55tBs3r,https://www.instagram.com/verse.videos/reel/Da0_55tBs3r/,short-form,2026-07-15,organic,,109,,,,,3,0,0,2,0,"100% of views and interactions from non-followers.","Seven-day snapshot unchanged: 98 accounts reached, 5 interactions, 3 engaged accounts, 3 likes, 2 saves, 0 comments, 0 shares, 0 profile activity, and 0 follows. Watch/retention and click metrics were not exposed."
2026-07-21T11:40:44-04:00,ambient-seasons-001,Instagram,Da3C-jiBmo_,https://www.instagram.com/verse.videos/reel/Da3C-jiBmo_/,short-form,2026-07-16,organic,,111,,,,,3,0,0,0,0,"100% of views from non-followers.","Seven-day snapshot unchanged: 101 accounts reached, 3 interactions and 3 engaged accounts, 3 likes, 0 comments, 0 saves, 0 shares, 0 profile activity, and 0 follows. Watch/retention and click metrics were not exposed."
2026-07-21T11:40:44-04:00,ambient-seasons-001,Instagram,Da8x74gCXO7,https://www.instagram.com/verse.videos/reel/Da8x74gCXO7/,short-form,2026-07-18T17:41:00-04:00,organic,,114,,,,,3,0,0,1,0,"100% of views from non-followers.","Seven-day campaign snapshot, roughly 66 hours after publication. Reached 102 accounts; 4 interactions from 4 engaged accounts: 3 likes, 1 save, 0 comments, and 0 shares. Profile activity and follows remained 0; watch/retention and click metrics were not exposed."
2026-07-21T11:40:44-04:00,ambient-seasons-001,TikTok,7662865678336150802,https://www.tiktok.com/@verse_vids/video/7662865678336150802,short-form,2026-07-15T17:12:00-04:00,organic,,96,,,,,4,0,,,,,"TikTok Studio seven-day snapshot unchanged at 96 views, 4 likes, and 0 comments. Retention, favorites, shares, profile activity, follows, and clicks were not exposed."
2026-07-21T11:40:44-04:00,ambient-seasons-001,TikTok,7663160747505077512,https://www.tiktok.com/@verse_vids/video/7663160747505077512,short-form,2026-07-16T12:17:00-04:00,organic,,95,,,,,1,0,,,,,"TikTok Studio seven-day snapshot unchanged at 95 views, 1 like, and 0 comments. Retention, profile activity, follows, and clicks were not exposed."
2026-07-21T11:40:44-04:00,ambient-seasons-001,TikTok,7662867180295376146,https://www.tiktok.com/@verse_vids/video/7662867180295376146,short-form,2026-07-18T17:35:00-04:00,organic,,0,,,,,0,0,0,0,,,"TikTok Studio still showed 0 views, 0 likes, and 0 comments roughly 66 hours after publication. The zero persists while the same excerpt reached 102 accounts on Instagram, supporting a platform-specific delivery anomaly. Retention, profile activity, follows, and clicks were not exposed."
2026-07-21T11:40:44-04:00,ambient-seasons-001,X,2077496794011877591,https://x.com/verse_vids/status/2077496794011877591,short-form,2026-07-15T16:53:00-04:00,organic,,29,,,,,1,0,2,0,,,"Seven-day public snapshot. The launch post rose from 28 to 29 views and remained at 2 reposts, 1 like, 0 replies, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
2026-07-21T11:40:44-04:00,ambient-seasons-001,X,2077788569079365769,https://x.com/verse_vids/status/2077788569079365769,short-form,2026-07-16T12:12:00-04:00,organic,,13,,,,,2,0,1,0,,,"Seven-day public snapshot. The autumn post rose from 12 to 13 views and remained at 1 repost, 2 likes, 0 replies, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
2026-07-21T11:40:44-04:00,ambient-seasons-001,X,2078586859534557501,https://x.com/verse_vids/status/2078586859534557501,short-form,2026-07-18T17:05:00-04:00,organic,,5,,,,,0,0,0,0,,,"Seven-day campaign snapshot. The snowy post rose from 4 to 5 views with 0 replies, 0 reposts, 0 likes, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
2026-07-22T11:38:15-04:00,ambient-seasons-001,YouTube,wnSPzx93-UU,https://youtu.be/wnSPzx93-UU,long-form,2026-07-15T15:33:00-04:00,organic,,9,,,,,0,0,,,,,"Public watch-page snapshot. Views rose from 7 at the seven-day Studio snapshot to 9; likes remained 0 and the channel remained at 1 subscriber. YouTube Studio returned an error in both available authenticated browser surfaces, so current watch time, average view duration, retention, impressions, CTR, traffic sources, and attributable subscriber movement were unavailable and were not inferred."
2026-07-22T11:38:15-04:00,ambient-seasons-001,Instagram,Da8x74gCXO7,https://www.instagram.com/verse.videos/reel/Da8x74gCXO7/,short-form,2026-07-18T17:41:00-04:00,organic,,114,,,,,3,0,0,1,0,"100% of views from non-followers.","Authenticated Reel insights were unchanged: 102 accounts reached, 4 interactions from 4 engaged accounts, 3 likes, 1 save, 0 comments, 0 shares, 0 profile activity, and 0 follows. Watch/retention and click metrics were not exposed."
2026-07-22T11:38:15-04:00,ambient-seasons-001,TikTok,7662867180295376146,https://www.tiktok.com/@verse_vids/video/7662867180295376146,short-form,2026-07-18T17:35:00-04:00,organic,,0,,,,,0,0,0,0,,,"Authenticated public-post snapshot remained at 0 likes, 0 comments, 0 favorites, and 0 shares; the latest trustworthy Studio view count remains 0. Retention, profile activity, follows, and clicks were unavailable."
2026-07-22T11:38:15-04:00,ambient-seasons-001,X,2077496794011877591,https://x.com/verse_vids/status/2077496794011877591,short-form,2026-07-15T16:53:00-04:00,organic,,30,,,,,1,0,2,0,,,"Public snapshot. The launch post rose from 29 to 30 views and remained at 2 reposts, 1 like, 0 replies, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
2026-07-22T11:38:15-04:00,ambient-seasons-001,X,2077788569079365769,https://x.com/verse_vids/status/2077788569079365769,short-form,2026-07-16T12:12:00-04:00,organic,,15,,,,,2,0,1,0,,,"Public snapshot. The autumn post rose from 13 to 15 views and remained at 1 repost, 2 likes, 0 replies, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
2026-07-22T11:38:15-04:00,ambient-seasons-001,X,2078586859534557501,https://x.com/verse_vids/status/2078586859534557501,short-form,2026-07-18T17:05:00-04:00,organic,,7,,,,,0,0,0,0,,,"Public snapshot. The snowy post rose from 5 to 7 views and remained at 0 replies, 0 reposts, 0 likes, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
2026-07-22T11:39:06-04:00,ambient-seasons-001,X,2077496794011877591,https://x.com/verse_vids/status/2077496794011877591,short-form,2026-07-15T16:53:00-04:00,organic,,31,,,,,1,0,2,0,,,"Follow-up public snapshot. The launch post rose from 30 to 31 views and remained at 2 reposts, 1 like, 0 replies, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
2026-07-23T11:39:17-04:00,ambient-seasons-001,YouTube,wnSPzx93-UU,https://youtu.be/wnSPzx93-UU,long-form,2026-07-15T15:33:00-04:00,organic,,14,,,,,0,0,,,,,"Public watch-page snapshot. Views rose from 9 to 14; likes remained 0 and the channel remained at 1 subscriber. YouTube Studio again returned an error in both authenticated browser surfaces, so current watch time, average view duration, retention, impressions, CTR, traffic sources, and attributable subscriber movement were unavailable and were not inferred. The last trustworthy watch-quality baseline remains 0.9 hours and 7:46 average view duration."
2026-07-23T11:39:17-04:00,ambient-seasons-001,Instagram,Da0_55tBs3r,https://www.instagram.com/verse.videos/reel/Da0_55tBs3r/,short-form,2026-07-15,organic,,109,,,,,3,0,0,2,0,"100% of views and interactions from non-followers.","Authenticated Reel insights unchanged: 98 accounts reached, 5 interactions from 3 engaged accounts, 3 likes, 2 saves, 0 comments, 0 shares, 0 profile activity, and 0 follows. Watch/retention and click metrics were not exposed."
2026-07-23T11:39:17-04:00,ambient-seasons-001,Instagram,Da3C-jiBmo_,https://www.instagram.com/verse.videos/reel/Da3C-jiBmo_/,short-form,2026-07-16,organic,,111,,,,,3,0,0,0,0,"100% of views from non-followers.","Authenticated Reel insights unchanged: 101 accounts reached, 3 interactions from 3 engaged accounts, 3 likes, 0 comments, 0 saves, 0 shares, 0 profile activity, and 0 follows. Watch/retention and click metrics were not exposed."
2026-07-23T11:39:17-04:00,ambient-seasons-001,Instagram,Da8x74gCXO7,https://www.instagram.com/verse.videos/reel/Da8x74gCXO7/,short-form,2026-07-18T17:41:00-04:00,organic,,114,,,,,3,0,0,1,0,"100% of views from non-followers.","Authenticated Reel insights unchanged: 102 accounts reached, 4 interactions from 4 engaged accounts, 3 likes, 1 save, 0 comments, 0 shares, 0 profile activity, and 0 follows. Watch/retention and click metrics were not exposed."
2026-07-23T11:39:17-04:00,ambient-seasons-001,TikTok,7662865678336150802,https://www.tiktok.com/@verse_vids/video/7662865678336150802,short-form,2026-07-15T17:12:00-04:00,organic,,96,,,,,4,0,,,,,"TikTok Studio post-list snapshot unchanged at 96 views, 4 likes, and 0 comments. Retention, profile activity, follows, clicks, favorites, and shares were not exposed."
2026-07-23T11:39:17-04:00,ambient-seasons-001,TikTok,7663160747505077512,https://www.tiktok.com/@verse_vids/video/7663160747505077512,short-form,2026-07-16T12:17:00-04:00,organic,,96,,,,,1,0,,,,,"TikTok Studio post-list snapshot. The autumn post rose from 95 to 96 views and remained at 1 like and 0 comments. Retention, profile activity, follows, clicks, favorites, and shares were not exposed."
2026-07-23T11:39:17-04:00,ambient-seasons-001,TikTok,7662867180295376146,https://www.tiktok.com/@verse_vids/video/7662867180295376146,short-form,2026-07-18T17:35:00-04:00,organic,,0,,,,,0,0,0,0,,,"TikTok Studio still showed 0 views, 0 likes, and 0 comments nearly five days after publication. The persistent zero while the same excerpt reached 102 accounts on Instagram continues to support a platform-specific delivery anomaly. Retention, profile activity, follows, and clicks were unavailable."
2026-07-23T11:39:17-04:00,ambient-seasons-001,X,2077496794011877591,https://x.com/verse_vids/status/2077496794011877591,short-form,2026-07-15T16:53:00-04:00,organic,,32,,,,,1,0,2,0,,,"Public snapshot. The launch post rose from 31 to 32 views and remained at 2 reposts, 1 like, 0 replies, and 0 bookmarks. Link clicks and deeper analytics remained unavailable."
